,Application#,Application Type,Date,Status,ProjectName
0,22 236672 SGN 00,Sign Permit,"Dec 7, 2022",Permit Issued,425 BLOOR ST E
1,22 236672 DST 00,Designated Structures,"Dec 7, 2022",Permit Issued,425 BLOOR ST E
2,22 119343 SGN 00,Sign Permit,"Mar 8, 2022",Permit Issued,425 BLOOR ST E
3,22 119343 DST 00,Designated Structures,"Mar 8, 2022",Permit Issued,425 BLOOR ST E
4,22 107274 BLD 00,Building Additions/Alterations,"Jan 25, 2022",Permit Issued,425 BLOOR ST E
5,21 241574 BLD 00,Building Additions/Alterations,"Nov 29, 2021",Inspection,425 BLOOR ST E
6,21 241574 HVA 00,Mechanical(MS),"Nov 29, 2021",Inspection,425 BLOOR ST E
7,21 241574 PLB 00,Plumbing(PS),"Nov 29, 2021",Inspection,425 BLOOR ST E
8,21 229119 BLD 00,Building Additions/Alterations,"Nov 19, 2021",Permit Issued,425 BLOOR ST E
0,20 145568 HVA 00,Mechanical(MS),"May 21, 2020",Permit Issued,441 BLOOR ST E
1,20 145568 PLB 00,Plumbing(PS),"May 21, 2020",Inspection,441 BLOOR ST E
2,20 145568 BLD 00,Building Additions/Alterations,"May 20, 2020",Inspection,441 BLOOR ST E
0,22 114819 BLD 00,Building Additions/Alterations,"Feb 23, 2022",Inspection,525 BLOOR ST E
1,22 114819 HVA 00,Mechanical(MS),"Feb 23, 2022",Permit Issued,525 BLOOR ST E
2,22 114819 PLB 00,Plumbing(PS),"Feb 23, 2022",Inspection,525 BLOOR ST E
0,22 221536 BLD 00,New Building,"Nov 9, 2022",Examiner's Notice Sent,555 BLOOR ST E
0,23 106669 BLD 00,Building Additions/Alterations,"Feb 1, 2023",Permit Issued,2 CARLTON ST
1,20 122562 BLD 00,Building Additions/Alterations,"Mar 9, 2020",Inspection,2 CARLTON ST
2,19 163596 HVA 00,Mechanical(MS),"Jun 4, 2019",Permit Issued,2 CARLTON ST
3,19 163596 PLB 00,Plumbing(PS),"Jun 4, 2019",Inspection,2 CARLTON ST
4,19 163596 BLD 00,Building Additions/Alterations,"May 31, 2019",Inspection,2 CARLTON ST
5,16 158387 BLD 00,Building Additions/Alterations,"May 19, 2016",Inspection,2 CARLTON ST
6,16 158387 PLB 00,Plumbing(PS),"May 19, 2016",Inspection,2 CARLTON ST
0,22 154718 FSU 00,Fire/Security Upgrade,"Jun 13, 2022",Permit Issued,3 CARLTON ST
1,17 202511 BLD 01,Building Additions/Alterations,"Aug 22, 2017",Revision Issued,3 CARLTON ST
2,17 202511 HVA 01,Mechanical(MS),"Aug 22, 2017",Revision Issued,3 CARLTON ST
3,17 202511 HVA 00,Mechanical(MS),"Jul 21, 2017",Inspection,3 CARLTON ST
4,17 202511 PLB 00,Plumbing(PS),"Jul 21, 2017",Inspection,3 CARLTON ST
5,17 202511 BLD 00,Building Additions/Alterations,"Jul 20, 2017",Inspection,3 CARLTON ST
0,22 186203 BLD 00,Building Additions/Alterations,"Aug 5, 2022",Inspection,14 CARLTON ST
1,22 173157 SGN 00,Sign Permit,"Jul 7, 2022",Permit Issued,14 CARLTON ST
2,22 173157 DST 00,Designated Structures,"Jul 7, 2022",Permit Issued,14 CARLTON ST
3,21 246890 FSU 00,Fire/Security Upgrade,"Dec 14, 2021",Permit Issued,14 CARLTON ST
4,21 240384 BLD 00,Building Additions/Alterations,"Dec 7, 2021",Permit Issued,14 CARLTON ST
5,18 163908 HVA 02,Mechanical(MS),"Aug 6, 2020",Revision Issued,14 CARLTON ST
6,18 163908 BLD 02,Building Additions/Alterations,"Aug 4, 2020",Revision Issued,14 CARLTON ST
7,20 168590 PLB 00,Plumbing(PS),"Jul 21, 2020",Inspection,14 CARLTON ST
8,20 168590 BLD 00,Building Additions/Alterations,"Jul 20, 2020",Inspection,14 CARLTON ST
9,18 163908 PLB 00,Plumbing(PS),"Jul 15, 2020",Permit Issued,14 CARLTON ST
10,18 163908 HVA 01,Mechanical(MS),"Jun 19, 2020",Revision Issued,14 CARLTON ST
11,18 163908 BLD 01,Building Additions/Alterations,"Jun 15, 2020",Revision Issued,14 CARLTON ST
12,19 136053 BLD 01,Building Additions/Alterations,"Feb 28, 2020",Revision Issued,14 CARLTON ST
13,19 136053 PLB 00,Plumbing(PS),"Dec 6, 2019",Inspection,14 CARLTON ST
14,19 223988 HVA 00,Mechanical(MS),"Oct 11, 2019",Permit Issued,14 CARLTON ST
15,19 223988 BLD 00,Building Additions/Alterations,"Sep 19, 2019",Permit Issued,14 CARLTON ST
16,19 136053 BLD 00,Building Additions/Alterations,"Apr 5, 2019",Inspection,14 CARLTON ST
17,18 163908 HVA 00,Mechanical(MS),"May 29, 2018",Inspection,14 CARLTON ST
18,18 163908 BLD 00,Building Additions/Alterations,"May 28, 2018",Inspection,14 CARLTON ST
19,16 193453 PLB 00,Plumbing(PS),"Dec 15, 2016",Permit Issued,14 CARLTON ST
20,16 193453 HVA 00,Mechanical(MS),"Aug 10, 2016",Permit Issued,14 CARLTON ST
21,16 193447 BLD 00,Building Additions/Alterations,"Aug 9, 2016",Permit Issued,14 CARLTON ST
22,16 193447 HVA 00,Mechanical(MS),"Aug 9, 2016",Permit Issued,14 CARLTON ST
23,16 193453 BLD 00,Building Additions/Alterations,"Aug 9, 2016",Permit Issued,14 CARLTON ST
24,16 144012 FSU 00,Fire/Security Upgrade,"Apr 26, 2016",Permit Issued,14 CARLTON ST
25,15 236676 BLD 00,Building Additions/Alterations,"Oct 14, 2015",Permit Issued,14 CARLTON ST
26,15 163864 BLD 00,Building Additions/Alterations,"Jun 11, 2015",Permit Issued,14 CARLTON ST
27,15 163864 HVA 00,Mechanical(MS),"Jun 11, 2015",Permit Issued,14 CARLTON ST
28,13 116541 BLD 01,Building Additions/Alterations,"Jul 18, 2014",Revision Issued,14 CARLTON ST
29,13 116541 HVA 00,Mechanical(MS),"Jul 16, 2014",Permit Issued,14 CARLTON ST
0,22 213498 BLD 00,Building Additions/Alterations,"Nov 21, 2022",Closed,20 CARLTON ST
1,22 213498 HVA 00,Mechanical(MS),"Nov 21, 2022",Inspection,20 CARLTON ST
2,22 213498 PLB 00,Plumbing(PS),"Nov 21, 2022",Inspection,20 CARLTON ST
3,22 213498 DRN 00,Drain and Site Service,"Nov 21, 2022",Inspection,20 CARLTON ST
4,15 107546 BLD 01,Building Additions/Alterations,"Oct 17, 2016",Revision Issued,20 CARLTON ST
5,15 107542 BLD 00,Building Additions/Alterations,"Jan 22, 2015",Inspection,20 CARLTON ST
6,15 107546 BLD 00,Building Additions/Alterations,"Jan 22, 2015",Inspection,20 CARLTON ST
7,13 255931 PLB 00,Plumbing(PS),"Oct 24, 2013",Inspection,20 CARLTON ST
0,17 186338 BLD 00,Building Additions/Alterations,"Jun 29, 2017",Permit Issued,21 CARLTON ST
0,21 182070 FSU 00,Fire/Security Upgrade,"Jul 13, 2021",Permit Issued,30 CARLTON ST
1,21 165189 HVA 00,Mechanical(MS),"Jun 4, 2021",Inspection,30 CARLTON ST
2,21 165189 PLB 00,Plumbing(PS),"Jun 4, 2021",Inspection,30 CARLTON ST
3,21 165189 BLD 00,Building Additions/Alterations,"Jun 3, 2021",Inspection,30 CARLTON ST
4,21 105888 BLD 00,Building Additions/Alterations,"Jan 19, 2021",Inspection,30 CARLTON ST
5,18 272136 HVA 00,Mechanical(MS),"Jan 8, 2019",Permit Issued,30 CARLTON ST
6,18 272136 BLD 00,Building Additions/Alterations,"Jan 7, 2019",Permit Issued,30 CARLTON ST
7,16 110064 BLD 00,Building Additions/Alterations,"Jan 29, 2016",Inspection,30 CARLTON ST
8,15 192593 BLD 00,Building Additions/Alterations,"Jul 22, 2015",Permit Issued,30 CARLTON ST
0,22 179597 FSU 00,Fire/Security Upgrade,"Jul 26, 2022",Permit Issued,45 CARLTON ST
1,21 116595 FSU 00,Fire/Security Upgrade,"Feb 25, 2021",Permit Issued,45 CARLTON ST
2,19 142440 BLD 01,Building Additions/Alterations,"Sep 2, 2020",Revision Issued,45 CARLTON ST
3,20 157557 BLD 00,Building Additions/Alterations,"Jun 19, 2020",Inspection,45 CARLTON ST
4,19 142440 PLB 00,Plumbing(PS),"Apr 23, 2019",Inspection,45 CARLTON ST
5,19 142440 BLD 00,Building Additions/Alterations,"Apr 18, 2019",Inspection,45 CARLTON ST
6,17 274004 BLD 01,Building Additions/Alterations,"Mar 26, 2019",Revision Issued,45 CARLTON ST
7,18 270370 PLB 00,Plumbing(PS),"Dec 27, 2018",Inspection,45 CARLTON ST
8,18 270370 BLD 00,Building Additions/Alterations,"Dec 21, 2018",Inspection,45 CARLTON ST
9,17 274004 HVA 00,Mechanical(MS),"Nov 14, 2018",Inspection,45 CARLTON ST
10,17 274004 PLB 00,Plumbing(PS),"Nov 14, 2018",Permit Issued,45 CARLTON ST
11,17 274004 BLD 00,Building Additions/Alterations,"Dec 12, 2017",Permit Issued,45 CARLTON ST
12,16 124834 BLD 00,Building Additions/Alterations,"Mar 9, 2016",Inspection,45 CARLTON ST
13,16 124834 HVA 00,Mechanical(MS),"Mar 9, 2016",Inspection,45 CARLTON ST
14,15 267864 MSA 00,Mechanical(MS),"Dec 23, 2015",Work Not Started,45 CARLTON ST
0,23 110739 BLD 00,Building Additions/Alterations,"Feb 6, 2023",Examiner's Notice Sent,77 CARLTON ST
0,18 228337 FSU 00,Fire/Security Upgrade,"Sep 19, 2018",Permit Issued,84 CARLTON ST
0,20 157700 BLD 00,Building Additions/Alterations,"Jun 29, 2020",Inspection,92 CARLTON ST
0,16 176987 FSU 00,Fire/Security Upgrade,"Jun 20, 2016",Inspection,97 CARLTON ST
0,22 133415 HVA 00,Mechanical(MS),"May 2, 2022",Inspection,100 CARLTON ST
1,22 133415 PLB 00,Plumbing(PS),"May 2, 2022",Inspection,100 CARLTON ST
2,22 133415 BLD 00,Building Additions/Alterations,"Apr 25, 2022",Inspection,100 CARLTON ST
3,18 139104 FSU 00,Fire/Security Upgrade,"Apr 9, 2018",Permit Issued,100 CARLTON ST
4,18 139125 PSA 00,Plumbing(PS),"Apr 9, 2018",Inspection,100 CARLTON ST
0,16 200716 PSA 00,Plumbing(PS),"Aug 3, 2016",Inspection,105 CARLTON ST
0,19 251240 HVA 00,Mechanical(MS),"Nov 25, 2019",Permit Issued,111 CARLTON ST
1,19 251240 BLD 00,Building Additions/Alterations,"Nov 20, 2019",Permit Issued,111 CARLTON ST
2,18 128844 BLD 00,Building Additions/Alterations,"Mar 15, 2018",Inspection,111 CARLTON ST
3,17 272756 BLD 00,Building Additions/Alterations,"Dec 7, 2017",Permit Issued,111 CARLTON ST
4,15 239513 HVA 01,Mechanical(MS),"Aug 9, 2016",Revision Issued,111 CARLTON ST
5,15 129537 BLD 01,Building Additions/Alterations,"Dec 18, 2015",Revision Issued,111 CARLTON ST
6,15 129537 HVA 01,Mechanical(MS),"Dec 18, 2015",Revision Issued,111 CARLTON ST
7,15 241979 FSU 00,Fire/Security Upgrade,"Oct 23, 2015",Closed,111 CARLTON ST
8,15 239513 BLD 00,Building Additions/Alterations,"Oct 19, 2015",Inspection,111 CARLTON ST
9,15 239513 HVA 00,Mechanical(MS),"Oct 19, 2015",Inspection,111 CARLTON ST
10,15 239513 PLB 00,Plumbing(PS),"Oct 19, 2015",Inspection,111 CARLTON ST
11,15 135069 FSU 01,Fire/Security Upgrade,"Aug 14, 2015",Revision Issued,111 CARLTON ST
12,15 136038 FSU 01,Fire/Security Upgrade,"Aug 10, 2015",Closed,111 CARLTON ST
13,15 135069 FSU 00,Fire/Security Upgrade,"Apr 10, 2015",Inspection,111 CARLTON ST
14,15 136038 FSU 00,Fire/Security Upgrade,"Apr 7, 2015",Closed,111 CARLTON ST
15,15 129537 BLD 00,Building Additions/Alterations,"Mar 19, 2015",Inspection,111 CARLTON ST
16,15 129537 HVA 00,Mechanical(MS),"Mar 19, 2015",Inspection,111 CARLTON ST
17,15 129537 PLB 00,Plumbing(PS),"Mar 19, 2015",Inspection,111 CARLTON ST
18,15 124387 BLD 00,Building Additions/Alterations,"Mar 5, 2015",Inspection,111 CARLTON ST
19,15 124387 HVA 00,Mechanical(MS),"Mar 5, 2015",Inspection,111 CARLTON ST
20,15 124387 PLB 00,Plumbing(PS),"Mar 5, 2015",Inspection,111 CARLTON ST
21,15 121205 BLD 00,Building Additions/Alterations,"Feb 25, 2015",Inspection,111 CARLTON ST
22,15 121205 HVA 00,Mechanical(MS),"Feb 25, 2015",Inspection,111 CARLTON ST
23,15 121205 PLB 00,Plumbing(PS),"Feb 25, 2015",Inspection,111 CARLTON ST
24,15 114397 BLD 00,Building Additions/Alterations,"Feb 11, 2015",Inspection,111 CARLTON ST
25,15 114397 HVA 00,Mechanical(MS),"Feb 11, 2015",Inspection,111 CARLTON ST
26,15 114397 PLB 00,Plumbing(PS),"Feb 11, 2015",Inspection,111 CARLTON ST
0,21 159045 BLD 00,Building Additions/Alterations,"Jun 4, 2021",Permit Issued,120 CARLTON ST
1,21 114870 BLD 00,Building Additions/Alterations,"Feb 19, 2021",Inspection,120 CARLTON ST
2,20 209280 MSA 00,Mechanical(MS),"Oct 26, 2020",Inspection,120 CARLTON ST
3,20 190565 MSA 00,Mechanical(MS),"Sep 14, 2020",Inspection,120 CARLTON ST
4,14 255277 BLD 00,Building Additions/Alterations,"Nov 21, 2014",Inspection,120 CARLTON ST
5,14 255277 HVA 00,Mechanical(MS),"Nov 21, 2014",Inspection,120 CARLTON ST
6,14 255277 PLB 00,Plumbing(PS),"Nov 21, 2014",Inspection,120 CARLTON ST
0,22 207157 BLD 00,Building Additions/Alterations,"Sep 28, 2022",Permit Issued,130 CARLTON ST
1,22 207157 HVA 00,Mechanical(MS),"Sep 28, 2022",Permit Issued,130 CARLTON ST
2,22 207157 PLB 00,Plumbing(PS),"Sep 28, 2022",Inspection,130 CARLTON ST
3,20 190565 MSA 00,Mechanical(MS),"Sep 14, 2020",Inspection,130 CARLTON ST
4,17 217558 BLD 00,Building Additions/Alterations,"Aug 17, 2017",Permit Issued,130 CARLTON ST
5,15 160639 BLD 00,Building Additions/Alterations,"May 21, 2015",Permit Issued,130 CARLTON ST
0,21 119890 FSU 00,Fire/Security Upgrade,"Apr 8, 2021",Permit Issued,140 CARLTON ST
1,18 163741 PSA 00,Plumbing(PS),"May 23, 2018",Inspection,140 CARLTON ST
2,14 174693 BLD 00,Building Additions/Alterations,"Jun 16, 2014",Inspection,140 CARLTON ST
0,16 114732 BLD 00,Building Additions/Alterations,"Feb 9, 2016",Permit Issued,166 CARLTON ST
0,23 102890 FSU 00,Fire/Security Upgrade,"Jan 16, 2023",Permit Issued,172 CARLTON ST
0,22 180475 WNP 00,Violation,,Order Issued,6 CAWTHRA SQ
0,22 215407 BLD 00,Building Additions/Alterations,"Oct 22, 2022",Refusal Notice,3 CHARLES ST E
0,17 137033 BLD 04,Building Additions/Alterations,"Mar 26, 2019",Revision Issued,15 CHARLES ST E
1,17 137033 PLB 04,Plumbing(PS),"Mar 26, 2019",Revision Issued,15 CHARLES ST E
2,19 122924 BLD 00,Building Additions/Alterations,"Mar 8, 2019",Pending Cancellation,15 CHARLES ST E
3,17 137033 PLB 03,Plumbing(PS),"Apr 11, 2018",Revision Issued,15 CHARLES ST E
4,17 137033 BLD 03,Building Additions/Alterations,"Mar 15, 2018",Revision Issued,15 CHARLES ST E
5,17 137033 BLD 02,Building Additions/Alterations,"Oct 13, 2017",Revision Issued,15 CHARLES ST E
6,17 137033 PLB 02,Plumbing(PS),"Oct 12, 2017",Revision Issued,15 CHARLES ST E
7,17 137033 BLD 01,Building Additions/Alterations,"Sep 13, 2017",Revision Issued,15 CHARLES ST E
8,17 137033 PLB 01,Plumbing(PS),"Sep 13, 2017",Revision Issued,15 CHARLES ST E
9,17 137033 BLD 00,Building Additions/Alterations,"Apr 3, 2017",Inspection,15 CHARLES ST E
10,17 137033 PLB 00,Plumbing(PS),"Apr 3, 2017",Inspection,15 CHARLES ST E
0,22 110915 FSU 00,Fire/Security Upgrade,"Feb 7, 2022",Inspection,20 CHARLES ST E
1,14 219091 HVA 01,Mechanical(MS),"Sep 30, 2016",Revision Issued,20 CHARLES ST E
2,14 219091 BLD 00,Building Additions/Alterations,"Sep 9, 2014",Inspection,20 CHARLES ST E
3,14 219091 HVA 00,Mechanical(MS),"Sep 9, 2014",Inspection,20 CHARLES ST E
0,22 243128 HVA 00,Mechanical(MS),"Jan 5, 2023",Issuance Pending,25 CHARLES ST W
1,22 243128 PLB 00,Plumbing(PS),"Jan 5, 2023",Issuance Pending,25 CHARLES ST W
2,22 243128 BLD 00,Building Additions/Alterations,"Jan 3, 2023",Response Received,25 CHARLES ST W
0,22 243128 HVA 00,Mechanical(MS),"Jan 5, 2023",Issuance Pending,35 CHARLES ST W
1,22 243128 PLB 00,Plumbing(PS),"Jan 5, 2023",Issuance Pending,35 CHARLES ST W
2,22 243128 BLD 00,Building Additions/Alterations,"Jan 3, 2023",Response Received,35 CHARLES ST W
3,22 205862 BLD 00,Building Additions/Alterations,"Sep 20, 2022",Permit Issued,35 CHARLES ST W
4,15 143994 FSU 00,Fire/Security Upgrade,"Apr 20, 2015",Inspection,35 CHARLES ST W
0,16 162166 FSU 00,Fire/Security Upgrade,"May 26, 2016",Inspection,42 CHARLES ST E
1,13 196215 STS 00,Drain and Site Service,"Mar 2, 2015",Inspection,42 CHARLES ST E
2,13 196215 BLD 00,New Building,"Jul 10, 2013",Inspection,42 CHARLES ST E
3,13 196215 HVA 00,Mechanical(MS),"Jul 10, 2013",Inspection,42 CHARLES ST E
4,13 196215 PLB 00,Plumbing(PS),"Jul 10, 2013",Inspection,42 CHARLES ST E
5,13 196215 DRN 00,Drain and Site Service,"Jul 10, 2013",Inspection,42 CHARLES ST E
0,22 142817 BLD 00,Building Additions/Alterations,"May 13, 2022",Permit Issued,44 CHARLES ST W
1,22 142817 HVA 00,Mechanical(MS),"May 13, 2022",Permit Issued,44 CHARLES ST W
2,22 142817 PLB 00,Plumbing(PS),"May 13, 2022",Permit Issued,44 CHARLES ST W
3,22 104795 BLD 00,Building Additions/Alterations,"Jan 19, 2022",Permit Issued,44 CHARLES ST W
4,20 230594 BLD 00,Building Additions/Alterations,"Dec 18, 2020",Inspection,44 CHARLES ST W
5,20 208951 BLD 00,Building Additions/Alterations,"Oct 23, 2020",Inspection,44 CHARLES ST W
6,20 176213 BLD 00,Building Additions/Alterations,"Aug 5, 2020",Inspection,44 CHARLES ST W
7,16 230957 HVA 00,Mechanical(MS),"Oct 21, 2016",Inspection,44 CHARLES ST W
8,16 230957 PLB 00,Plumbing(PS),"Oct 21, 2016",Inspection,44 CHARLES ST W
9,16 230957 BLD 00,Building Additions/Alterations,"Oct 17, 2016",Inspection,44 CHARLES ST W
0,22 212843 BLD 00,Building Additions/Alterations,"Oct 6, 2022",Permit Issued,45 CHARLES ST E
1,11 101340 BLD 03,New Building,"Dec 12, 2016",Revision Issued,45 CHARLES ST E
2,11 101340 HVA 03,Mechanical(MS),"Dec 12, 2016",Revision Issued,45 CHARLES ST E
3,11 101340 PLB 03,Plumbing(PS),"Dec 12, 2016",Revision Issued,45 CHARLES ST E
4,11 101340 BLD 02,New Building,"Apr 1, 2014",Revision Issued,45 CHARLES ST E
5,11 101340 HVA 02,Mechanical(MS),"Mar 24, 2014",Revision Issued,45 CHARLES ST E
6,11 101340 PLB 02,Plumbing(PS),"Mar 21, 2014",Revision Issued,45 CHARLES ST E
0,13 182954 PLB 00,Plumbing(PS),"Jun 6, 2013",Inspection,47 CHARLES ST W
0,19 107784 BLD 00,Building Additions/Alterations,"Jan 24, 2019",Inspection,50 CHARLES ST E
1,19 107784 HVA 00,Mechanical(MS),"Jan 24, 2019",Inspection,50 CHARLES ST E
2,19 107784 PLB 00,Plumbing(PS),"Jan 24, 2019",Inspection,50 CHARLES ST E
3,18 219789 HVA 00,Mechanical(MS),"Sep 25, 2018",Inspection,50 CHARLES ST E
4,18 219789 PLB 01,Plumbing(PS),"Sep 21, 2018",Revision Issued,50 CHARLES ST E
5,18 219789 BLD 00,Building Additions/Alterations,"Sep 5, 2018",Inspection,50 CHARLES ST E
6,18 219789 PLB 00,Plumbing(PS),"Sep 5, 2018",Permit Issued,50 CHARLES ST E
7,17 261926 FSU 00,Fire/Security Upgrade,"Nov 14, 2017",Permit Issued,50 CHARLES ST E
0,21 143449 BLD 01,Building Additions/Alterations,"Oct 15, 2021",Revision Issued,50-60 CHARLES ST E
1,21 143449 HVA 00,Mechanical(MS),"Apr 21, 2021",Inspection,50-60 CHARLES ST E
2,21 143449 PLB 00,Plumbing(PS),"Apr 21, 2021",Inspection,50-60 CHARLES ST E
3,21 143449 BLD 00,Building Additions/Alterations,"Apr 20, 2021",Inspection,50-60 CHARLES ST E
4,14 232376 BLD 01,Building Additions/Alterations,"Jun 1, 2015",Revision Issued,50-60 CHARLES ST E
5,14 253693 HVA 00,Mechanical(MS),"Nov 20, 2014",Inspection,50-60 CHARLES ST E
6,14 253693 PLB 00,Plumbing(PS),"Nov 20, 2014",Inspection,50-60 CHARLES ST E
7,14 253693 DRN 00,Drain and Site Service,"Nov 20, 2014",Inspection,50-60 CHARLES ST E
8,14 253693 BLD 00,New Building,"Nov 19, 2014",Inspection,50-60 CHARLES ST E
9,14 253693 STS 00,Drain and Site Service,"Nov 19, 2014",Permit Issued,50-60 CHARLES ST E
10,14 251344 BLD 00,Building Additions/Alterations,"Nov 13, 2014",Permit Issued,50-60 CHARLES ST E
11,14 232376 BLD 00,Building Additions/Alterations,"Oct 7, 2014",Inspection,50-60 CHARLES ST E
0,22 138607 BLD 00,Building Additions/Alterations,"Apr 27, 2022",Inspection,55 CHARLES ST W
1,22 138607 HVA 00,Mechanical(MS),"Apr 27, 2022",Inspection,55 CHARLES ST W
2,22 138607 PLB 00,Plumbing(PS),"Apr 27, 2022",Inspection,55 CHARLES ST W
3,15 227123 BLD 00,Building Additions/Alterations,"Sep 23, 2015",Permit Issued,55 CHARLES ST W
4,14 165096 BLD 00,Building Additions/Alterations,"May 30, 2014",Inspection,55 CHARLES ST W
0,19 198018 BLD 01,New Building,"Sep 28, 2022",Issuance Pending,55 CHARLES ST E
1,19 198018 PLB 02,Plumbing(PS),"Sep 28, 2022",Revision Issued,55 CHARLES ST E
2,19 198018 HVA 02,Mechanical(MS),"Sep 28, 2022",Revision Issued,55 CHARLES ST E
3,19 198018 HVA 01,Mechanical(MS),"Jan 7, 2021",Revision Issued,55 CHARLES ST E
4,19 198018 PLB 01,Plumbing(PS),"Jan 7, 2021",Revision Issued,55 CHARLES ST E
5,20 168660 PSA 00,Plumbing(PS),"Jul 21, 2020",Permit Issued,55 CHARLES ST E
6,19 198018 STS 00,Drain and Site Service,"Jun 15, 2020",Permit Issued,55 CHARLES ST E
7,19 198018 DRN 00,Drain and Site Service,"Jun 12, 2020",Inspection,55 CHARLES ST E
8,19 198018 BLD 00,New Building,"Jul 30, 2019",Inspection,55 CHARLES ST E
9,19 198018 HVA 00,Mechanical(MS),"Jul 30, 2019",Inspection,55 CHARLES ST E
10,19 198018 PLB 00,Plumbing(PS),"Jul 30, 2019",Inspection,55 CHARLES ST E
0,20 191891 PSA 00,Plumbing(PS),"Sep 14, 2020",Permit Issued,57 CHARLES ST W
1,19 257373 BLD 00,Building Additions/Alterations,"Jan 2, 2020",Inspection,57 CHARLES ST W
2,19 257377 FSU 00,Fire/Security Upgrade,"Jan 2, 2020",Inspection,57 CHARLES ST W
3,18 182948 BLD 00,Building Additions/Alterations,"Jun 22, 2018",Inspection,57 CHARLES ST W
4,17 142644 HVA 00,Mechanical(MS),"Apr 12, 2017",Permit Issued,57 CHARLES ST W
5,17 142644 PLB 00,Plumbing(PS),"Apr 12, 2017",Inspection,57 CHARLES ST W
6,17 142644 BLD 00,Building Additions/Alterations,"Apr 11, 2017",Inspection,57 CHARLES ST W
0,20 138983 BLD 00,Building Additions/Alterations,"Apr 27, 2020",Inspection,62 A CHARLES ST E
1,18 111590 BLD 00,Building Additions/Alterations,"Jan 30, 2018",Permit Issued,62 A CHARLES ST E
0,20 139007 BLD 00,Building Additions/Alterations,"Apr 27, 2020",Inspection,64 CHARLES ST E
1,19 208057 BLD 00,Building Additions/Alterations,"Aug 19, 2019",Inspection,64 CHARLES ST E
2,13 229003 HVA 00,Mechanical(MS),"Oct 17, 2013",Inspection,64 CHARLES ST E
3,13 238403 FSU 00,Fire/Security Upgrade,"Sep 19, 2013",Examiner's Notice Sent,64 CHARLES ST E
4,13 229003 BLD 00,Building Additions/Alterations,"Aug 30, 2013",Inspection,64 CHARLES ST E
0,22 212061 BLD 00,Building Additions/Alterations,"Oct 11, 2022",Permit Issued,71 CHARLES ST E
1,18 162941 PLB 00,Plumbing(PS),"May 23, 2018",Inspection,71 CHARLES ST E
2,18 131010 BLD 00,Building Additions/Alterations,"Mar 20, 2018",Permit Issued,71 CHARLES ST E
0,21 172930 MSA 00,Mechanical(MS),"Jun 22, 2021",Inspection,80 CHARLES ST E
1,14 138004 FSU 00,Fire/Security Upgrade,"Apr 4, 2014",Inspection,80 CHARLES ST E
0,15 163062 PSA 00,Plumbing(PS),"May 26, 2015",Permit Issued,80-88 CHARLES ST E
0,23 109217 BLD 00,Small Residential Projects,"Feb 1, 2023",Examiner's Notice Sent,81 CHARLES ST E
1,22 234493 BLD 00,Small Residential Projects,"Nov 30, 2022",Under Review,81 CHARLES ST E
